comment_author,comment_time,comment_likes,comment_text,post_url
@thelittleastrophysicist7540,2020-02-17 20:56:27,0.0,very helpful i really needed this for idea for my science fair,https://www.youtube.com/watch?v=9W3RsaWuCuE
@danrayson,2020-02-17 13:09:15,0.0,"2:18  ""The Only Explanation...""  I turned off at that point.",https://www.youtube.com/watch?v=9W3RsaWuCuE
@TheInvshika,2020-02-16 05:44:10,0.0,"What if the expansion of spacetime itself is what's causing material further out from a galaxy's core to move quicker? If spacetime expansion is uniform, it would make sense that less dense material further out from the core would move faster, since it has less gravity from other mass acting on it.",https://www.youtube.com/watch?v=9W3RsaWuCuE
@TheJuggtron,2020-02-13 04:57:51,0.0,Still sounds like the ether to me,https://www.youtube.com/watch?v=9W3RsaWuCuE
@gonfreecs7831,2020-02-06 19:11:40,0.0,i just love the way he presents it,https://www.youtube.com/watch?v=9W3RsaWuCuE
@karaardalan,2020-01-24 15:52:29,1.0,So is dark or invisible? Does it absorb light completely or let the light go through totally unchanged?,https://www.youtube.com/watch?v=9W3RsaWuCuE
@deeznutz4962,2020-01-22 05:03:51,0.0,"not to mention that leela ,fry and the gang use dark matter for fuel...just sayin",https://www.youtube.com/watch?v=9W3RsaWuCuE
@alvantheearthling4112,2020-01-02 07:05:53,0.0,"This will be fun... The theoretical Alcubierre warp drive can move faster than 'C'... Because physics does not limit the speed of any individual piece of spacetime compared to any other piece... I want to offer a seed of thought. - Gravity moves faster than 'C'. - The old mental experiment... If the sun just vanished... We would see the sunlight for 8(+) minutes... It has been put forward that the Earth would continue to move around where the sun was at for that same 8(+) minutes because the gravity from the sun would also last that long... Because of the speed of 'C'. But if gravity... The warping of spacetime, moves faster than 'C'... The Earth would fling out of orbit faster than the visible light from the sun would vanish. - A gravity wave (or ripple in spacetime) is in effect an Alcubierre-style warp, with no laws of physics limiting it's speed. - I have some possible consequences to this thought. - Let's follow the birth and evolution of a particular gravity wave... I'll call him Gerard. Gerard is formed by the orbits of two massive objects and radiates outward. He behaves as we have learned that he behaves... But at the point where we think that he has expanded (or dissipated) to being ineffective to the matter that he encounters... The actuality of his existence is something different. He joins a vast 'flow' of every bit of gravity ever birthed... And contributes to this flow. Amplifying the other gravity waves... As he is also amplified. This flow has eddies and back-washes where matter accumulates... And becomes (among other things) galaxies. The matter that grows in these eddies of gravity 'flow' can be seen to move too fast for its own gravity and we think it should be spinning itself apart... But actually, the gravity that keeps the galaxies together is from the outside 'flow' - Not the inside mass, or more accurately - both. - Dark matter does not exist... When we map the areas where we see more gravity... and call it dark matter... What we are seeing is the 'flow' of all the gravity that was ever birthed. If we want to move to other parts of this galaxy - And even to other galaxies... We need to harness this 'flow'... And surf. :)",https://www.youtube.com/watch?v=9W3RsaWuCuE
@TheHelghast1138,2019-12-31 22:06:31,0.0,"""You think that's air your breathing?"" 

-Morpheus to Neo

""If you only knew, the POWER, of the DARK side!""

- Vader to Luke

This guy reminds me of Yoda :)",https://www.youtube.com/watch?v=9W3RsaWuCuE
@georgejohnson7358,2019-12-31 04:37:44,0.0,I like my  son's voice (yes I am his dad)      I penetrated is mom with all my dark matter she was going ohhhhhhhhhhhhhhhhh it hurts but i like it,https://www.youtube.com/watch?v=9W3RsaWuCuE
@vestigex,2019-12-19 12:19:35,0.0,So I cant be a metahuman like The Flash?  ;(,https://www.youtube.com/watch?v=9W3RsaWuCuE
@misamarinovik6215,2019-12-15 21:19:19,0.0,Is it possible that dark matter lives in higher dimensions proposed in string theory?,https://www.youtube.com/watch?v=9W3RsaWuCuE
@valsarff6525,2019-12-09 18:58:53,0.0,"This is a comedy routine, right? We understand all of that, but don't even understand our own sun? Necessity is the mother of invention. It seemed necessary to exhibit high intelligence, so we made it all up.",https://www.youtube.com/watch?v=9W3RsaWuCuE
@rudysonestanislao1169,2019-12-09 06:36:32,0.0,"This video, gave me the idea, that there is something enemy that we needed to be fight somewhere in or outside of the Universe.",https://www.youtube.com/watch?v=9W3RsaWuCuE
@rcarver4049,2019-11-22 03:52:38,1.0,You are starting with flawed logic. Zwicky and Reuben should not have used Newton's simple center of mass equation for billions of discrete gravitational sources.,https://www.youtube.com/watch?v=9W3RsaWuCuE
@phillipchavez1321,2019-11-17 17:42:23,0.0,Could the understanding of dark matter reveal the answer to what tine is?,https://www.youtube.com/watch?v=9W3RsaWuCuE
@onlytruth9269,2019-11-15 03:46:43,0.0,"Dark matter maybe Pressure, we cant see pressure but just feel it .",https://www.youtube.com/watch?v=9W3RsaWuCuE
@brienmaybe.4415,2019-11-09 17:35:23,0.0,"Whats even spookier is all of this is happening in your mind. Literally, Now give me my 3 million dollars and the Nobel prize.",https://www.youtube.com/watch?v=9W3RsaWuCuE
@Q2W345,2019-11-09 11:39:46,1.0,Awesome video. Much better than others about this issue.,https://www.youtube.com/watch?v=9W3RsaWuCuE
@Hollowwsstory,2019-11-08 05:41:35,1.0,"conscioussness is created by ghostly energy and mass, the gravity and properties of which create the effects of dark phenomena
We see more dark matter than normal matter because of the immense activity and weight of universal counsciousness",https://www.youtube.com/watch?v=9W3RsaWuCuE
@kademate6888,2019-10-28 08:03:58,0.0,Egg inc,https://www.youtube.com/watch?v=9W3RsaWuCuE
@johnfranko7952,2019-10-21 21:07:55,2.0,Its god,https://www.youtube.com/watch?v=9W3RsaWuCuE
@majestyfrances,2019-10-21 03:33:22,0.0,"My remaining 3 brain cells are trying to be awake until the end of this video. *velocity* 
Kidding aside, this is really informative. ??",https://www.youtube.com/watch?v=9W3RsaWuCuE
@keithcallen2844,2019-10-17 14:58:55,0.0,Dark matter is a way to say we don't understand fluid dynamics,https://www.youtube.com/watch?v=9W3RsaWuCuE
@StuMas,2019-10-12 21:50:31,0.0,"*It seems to me that, detecting dark-matter would be similar to, actors in a movie detecting the cinema screen theyre being projected onto*",https://www.youtube.com/watch?v=9W3RsaWuCuE
@mr.degenerate3591,2019-09-16 12:16:32,0.0,4:08 love your pronunciation of quantum mechanics!!!!,https://www.youtube.com/watch?v=9W3RsaWuCuE
@hannah-rose5830,2019-09-12 19:26:37,0.0,yeah im going to fail this exam,https://www.youtube.com/watch?v=9W3RsaWuCuE
@nathannplayzyt8277,2019-08-30 04:13:30,2.0,"Black Matter is where our unwanted conciseness goes when they die. So no hell, just unwanted black matter.
Cant be measured because it is our unwanted. Tyvm",https://www.youtube.com/watch?v=9W3RsaWuCuE
@ashkansnake,2019-08-26 14:09:20,1.0,"NOTES:


1960-70´s
Observing the spiral galaxies 
Rotation of bodies
More distance from the sun, slower the orbiting
Then you can get the sun's gravity
Then you get it's mass
Using the same method for the galaxies 
Movement and velocity is calculated through the Doppler shift 
Lead to unexpected results:
Clouds were moving faster, the farther out from the center
Velocities flattened out with distance instead of declining 
Implying a constant gravity, instead of a decreasing 
What gravity was keeping them from flinging off?
What mass was causing the rapid rotation rates?
We couldn't see them, so...
""Dark"" material is contributing to the gravity
Galaxy must be embedded in a halo of it to fit the shape of the rotation
There must be 5-6 times more of it than visible material
85% of the universe
So what is it? 
Cold gas? Dust? Dead star? Rogue planets? Subatomic particles? 
They didn't emit light
The signs contradicted everything made of normal matter (atoms)
Except invisible subatomic particles from quantum mechanics
These are just possibilities 
Like Axions: has mass, little light and and passes through matter
Space is like a fabric with matter and energy embedded in it 
Gravity is a bending of this fabric 
Like a bowling ball on a mattress would warp its surface
Light bends along the distortion of space caused by gravity
Gravitational lensing: 
Effect of the matter between a light source and its observer, on the light
So: more mass, more gravity, more light bending
A cluster of galaxies have a lot of mass
So by being far away their light bends towards us
Bullet Cluster:
Two colliding galaxies
Their colliding gases get hot and emit x-rays 
Bullet Cluster distorted it's background 
Using that we could map it's mass 
And see the matter that wasn't the hot gas and didn't emit light",https://www.youtube.com/watch?v=9W3RsaWuCuE
@SephonDK,2019-08-26 10:54:22,0.0,But how do you make concentrated dark matter?,https://www.youtube.com/watch?v=9W3RsaWuCuE
@isbestlizard,2019-08-24 15:13:16,0.0,ughghhghghghg why does it feel so WRONG when you say stuff like 'there must be far more gravity in the galaxy'... no... that just feels so wrong.. use the word mass pleasssssse,https://www.youtube.com/watch?v=9W3RsaWuCuE
@robotaholic,2019-08-21 02:10:19,0.0,"Do we know what dark matter is?  Nope.  Then how can you teach a course on it?  This video should be called something like ""the mystery of missing matter and its detected effects""  or ""Pondering why galaxies move how they do in spite of the missing gravity causing material"" etc",https://www.youtube.com/watch?v=9W3RsaWuCuE
@tomassoejakto1833,2019-08-20 19:55:27,0.0,I wouldn't be surprised if dark matter turned out to be God.,https://www.youtube.com/watch?v=9W3RsaWuCuE
@Werrf1,2019-08-20 01:14:23,0.0,"I've become rather partial a term I heard somewhere - I don't recall where. Rather than ""Dark matter"", it seems we should be calling the phenomenon ""Dark _Gravity"",_ since that's all we're actually seeing. Thoughts?",https://www.youtube.com/watch?v=9W3RsaWuCuE
@frankmartire2174,2019-08-18 12:04:39,1.0,"I think how we are comparing a solar system vs a galaxy is were we're going wrong,  a solar system is obviously different than a galaxy. A giant black hole vs a star.

Wouldn't it be wrong to assume they run the same way? What if the different variations of gravity the solar systems have withing the galaxy dictates the overall gravity of that galaxy. 

Why do we have to assume because we cant see something it has to exist just because our current method of calculating it says so?",https://www.youtube.com/watch?v=9W3RsaWuCuE
@lawgbope7881,2019-08-14 15:42:41,0.0,Electromagnetism is COMPLETELY ignored to solve the Dark Matter puzzle. A fact which is puzzling and shameful due to the fact it all indicates it has been ignored due to prize keeping for biased discoveries based on flawed theories.,https://www.youtube.com/watch?v=9W3RsaWuCuE
@outsidethepyramid,2019-08-10 21:52:01,0.0,When 2 clusters collide it's technically called a clusterfuck,https://www.youtube.com/watch?v=9W3RsaWuCuE
@ManahManah77,2019-08-08 12:50:30,0.0,Fritz Zwicky was the angriest looking astronomer I've ever seen.,https://www.youtube.com/watch?v=9W3RsaWuCuE
@Thesamurai1999,2019-07-31 21:06:42,1.0,"10:07 It's 95% we can't see, not 85%.",https://www.youtube.com/watch?v=9W3RsaWuCuE
@paytonwood5079,2019-07-31 13:39:38,0.0,"Wouldnt you have to determine the size and mass of the gas cloud first, in order to figure out the mass of the galaxy?",https://www.youtube.com/watch?v=9W3RsaWuCuE
@darrenanimatic9675,2019-07-30 16:26:09,0.0,90% of comments: *the force.*,https://www.youtube.com/watch?v=9W3RsaWuCuE
@tree-huggersans-cur4371,2019-07-21 04:59:00,0.0,So the visible is the first goldie locks zone..?,https://www.youtube.com/watch?v=9W3RsaWuCuE
@politicallycorrectredskin796,2019-07-20 17:40:41,0.0,"Dark matter = epicycles. This hypothesis is my #1 candidate to be laughed at by future science along with ""anthropogenic global warming"". And this is really the problem with most scientists too. If they have a choice between cooking up ad hoc hypothesis and concepts to preserve their equations and admitting that they don't know something or that they, shock and horror, made a mistake that earned them a profitable career, they will almost to a man choose the ad hoc hypothesis.",https://www.youtube.com/watch?v=9W3RsaWuCuE
@russellstephan6844,2019-07-17 14:21:08,0.0,"Gravity isn't a force per se.  It's rather fictitious -- a result of the shape of Spacetime itself -- ""Spacetime tells matter how to move; matter tells Spacetime how to curve.""

So, what if like normal gravity, the effects we attribute to dark matter are nothing more than a different kind of localized perturbation in Spacetime?",https://www.youtube.com/watch?v=9W3RsaWuCuE
@pardonmybra1n,2019-07-14 02:48:22,0.0,"Great informational video! Perhaps, add some pauses between points to help brains process content more thoroughly",https://www.youtube.com/watch?v=9W3RsaWuCuE
@ConversationKey,2019-07-08 19:11:32,0.0,"Dark Matter, the ultimate molester?",https://www.youtube.com/watch?v=9W3RsaWuCuE
@TheSimonScowl,2019-07-08 08:23:12,0.0,"The universe can't observe itself. We are important. Astronomy is like a dog chasing its own tail (and that's just a metaphor, not at all a criticism of astronomy or astronomers, because I'm as obsessed as anyone with it). But we must realize the 'tail' is us. Things begin to make sense when this transformation of perspective happens. I promise you.",https://www.youtube.com/watch?v=9W3RsaWuCuE
@serdip,2019-06-10 16:37:11,2.0,"There's dark matter, which, when added to conventional visible matter, helps us accurately predict the trajectories of celestial objects, as explained in the video. Then there's dark energy, which accounts for the accelerated motion of galaxies away from one another. I wonder if there's also ""dark space"" and/or ""dark space-time"".",https://www.youtube.com/watch?v=9W3RsaWuCuE
@serdip,2019-06-10 16:33:11,0.0,"Great video! Thanks for posting. If the outlying stars in galaxies move faster than predicted by classical mechanics taking into account only visible matter, then why don't the planets orbiting our sun also move faster than expected?",https://www.youtube.com/watch?v=9W3RsaWuCuE
@veeistiredasf,2019-03-08 02:02:09,1.0,Why is no one talking about the pun in the beginning? It was a good one lmao ??,https://www.youtube.com/watch?v=9W3RsaWuCuE
@tweyland1971,2019-01-08 17:53:25,0.0,"This is pure wizardry.  All of these suppositions are based on an unobservable, undetectable force.  Hmm, let's see . . . I call pure BS.",https://www.youtube.com/watch?v=9W3RsaWuCuE
@anjalE30,2024-11-02 01:25:00,0.0,"Dark energy is GRAVITY

Dark matter is PAIN (ions- electrical nerve impulses)",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@Metaphyical0samak,2024-11-01 06:06:00,0.0,I am grateful for this video,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@Stadsjaap,2024-10-04 11:27:00,0.0,"I can deal with how ""dark matter"" and ""dark energy"" are basically placeholders for as yet unexplained observational phenomena. 
But what breaks my brain is how microwave radiation from the Big Bang can travel for 13.7 billion years... and then _reach Earth_. 
Huh?
??",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@MaryAnne-vs1ld,2024-10-04 11:27:00,0.0,Thank you for these wonderful documentaries offered free...beautiful,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@philoso377,2024-10-04 00:40:00,0.0,"Nice video and presentation. 
Where did those come from?
Our imagination plus mathematics modeling under our misconceptions.",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@raymonduter3247,2024-10-03 18:46:00,0.0,"Are dark matter and dark energy equivalent, as in E=MC2?",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@elizabethlyons2483,2024-10-01 19:58:00,0.0,at around 21:00 he says that matter got raveled in dark matter - pulled in by the dark matters gravity/ but how can the voids gravity be so high to form galaxies when its so not dense?,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@travusfaulkner1461,2024-09-04 03:37:00,0.0,"I think our minds are capable of viewing the universe as a whole and time as a separate thing because we created time to explain everything. Without time you have nothing to define. Realizing that space is flexible and time is fixed based on your own location and each space is calculated slightly varied based on your location: Supercluster, Galaxy, solar system, plant atom, and cork. Every single rotation from all of this adds up to create a computer to  calculate each and every rotation of every single one you would then know past present and future then create the ideal conditions for a supercluster then figure out what you would have to do as humans to physically do that over billions of years. 

knowing it doesn't help anyone here or now or any Understanding of time but we must start it now, or we DIE as a thing! ??????",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@sharkbark2433,2024-07-03 01:14:00,0.0,Man I love this channel I could watch it all day,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@brewok_ping,2024-07-02 12:18:00,0.0,it is impossible for the universe to come into existence out of nothing..it must be created by someone outside the universe..,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@beclear2473,2024-07-02 11:30:00,0.0,thank your the honest that dark matter and energy  is no where on the horizon discovery. a theoretical playground is a statement yours.,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@conscioussd,2024-07-02 00:29:00,0.0,"Could matter be positive energy and antimatter negative energy and we are all spinning at a very high velocity , thus creating a godlike ""charge"" that continues to fuel the expansion of our universe?",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@user-xw8tm6jd4u,2024-06-03 13:56:00,0.0,Great informations,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@jasminejeanine2239,2024-06-03 10:16:00,0.0,"Frankly, I don't get why scientists thought the expansion would slow in the first place. Gravity only increases the more mass there is in any given area.",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@grahammewburn,2024-06-03 10:09:00,0.0,"Jehovah God is the source of all dynamic energy. 
Isaiah 40:26
All energy is from Jehovah God. 
Dark matter may be another dimension. It could be where other beings live, 
beings called gods and angels. Dark matter may be Heaven.",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@gunplow,2024-05-01 22:54:00,0.0,We're there is gravity there is energy,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@gunplow,2024-05-01 22:52:00,0.0,So we're there is matter there's  energy,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@terrific804,2024-04-17 08:29:00,0.0,No more rubber band theory???,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@johnocchipinti4948,2024-04-15 15:52:00,0.0,If the universe is expanding what is it expanding into?,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@dmahan8841,2024-04-15 11:52:00,3.0,Dark matter /energy is a falocy.  They don't exist anymore than. The tooth fairy.  It's made up because they don't understand any correct physics back to the big bang. It's all wrong.,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@Deerhunter-fo5mw,2024-04-14 02:37:00,0.0,14:31  imagine if the planets mate like people and animals do wouldn't that just blow people's minds,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@mykrahmaan3408,2024-04-03 11:08:00,0.0,"There is a far more important (meaning: with enormous practical benefit for sustenance of evil free life on this earth)  and extremely easily accessible matter to investigate:

There certainly exists a particle physical mold inside the earth that enables composition of our bodies with exactly the same number and type of parts (2 eyes, 32 teeth, 6 main bone types ~ head, torso, 2 arms, 2 legs) being delivered through PLANTS as food, air and water to be assembled by other already delivered ones - several millions of times every single day.

There are no special experiments and/or observations needed to understand this fact, but ONLY the readiness to functionally link the 3 entities (PLANTS, ANIMALS and HUMANS) systematically to derive the mathematical model of this mold to precisely specify how particle interactions inside the earth develop PLANTS on its own surface, to then deliver and sustain beings here through them.

Once we get this model ready we can steer the process in such a way that all evil (disasters, predation, diseases ~ including all birth defects and violence ~ and death) can be PREVENTED by acting on their sources while they are still inside the earth, so that they never reach the surface to harm any being.

Why waste time, efforts and trillions in funds for education and research, when such a simple solution exists to all the problems human race faces, if we are only prepared to consider this possibility seriously?",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@Onts123,2024-04-02 23:11:00,0.0,"What if Neutrinos in their ""non existing"" state are dark matter? ?? I have no idea what I'm doing, sorry",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@mrkongsimr,2024-04-02 22:00:00,0.0,"From The Father ! And matter came from the only begotten sons blood when He was killed on the alter ! 
Then every thing was created by Him and for Him ! Praise God !",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@dusandusoleil,2024-03-28 22:51:00,0.0,"The measurements taken are totally wrong. The properties of the space trapped in galaxies and the space outside them are significantly different. How naive do you have to be to attribute a property you don't know to a property of ""something"" you know in order to balance the equation.",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@hwago123,2024-03-27 22:50:00,0.0,"Dark Energy and Dark matter is a dumb theory I havent heard any good explanation for their existence. The universe expanding is NOT an reason for their existence. The universe could be expanding because the point of the Big Bang could be producing an outward force, like reverse gravity. There are other explanations.",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@ciarandevine8490,2024-03-19 06:39:00,0.0,"The title of this video says so much. You mention Dark Matter and Dark Energy like you know what they are. Painting with a broad brush when really both ""Darks"" are really terms that are used in science to put into theories that sound impressive but disguise the lack of understanding. 
Where did they come from?
They didn't come from anywhere because time is not linear, it's NOW.
""They"" are consciousness. 
????",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@bobmacbobby718,2024-03-18 13:06:00,0.0,I didn't understand anything ??,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@ciarandevine8490,2024-03-17 02:30:00,0.0,Consciousness is the energy that fills the universe. ??,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@James-ll3jb,2024-03-03 13:40:00,1.0,Dark energy and dark matter are purely hypotheses for which there is no empirical evidence whatsoever! Zero!!!??,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@robertcarbno3914,2024-03-03 09:54:00,0.0,"I may not have time to finish watching this interesting show but to me it would make sense that the dark energy would be the energy exerted by a vacuum and that would mean you will never see it and as the universe expands the increased distance will increase the vacuum and therefore the amount of dark energy. I know my guess is probably wrong, but it would answer the increase as the universe grows, not an educated guess as I am no scientist and not smart enough to be one just trying to say it in a way I understand.",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@bat__bat,2024-03-02 15:48:00,1.0,"Great documentary. I've found that these episodes work just as effectively as audio-only for long drives. It's very special to be able to follow along on the history through the current interpretations of all of these incredible concepts. I'd heard of and read about many of these concepts already, but it's always been difficult to map these discoveries chronologically, and with respect to how each concept interacts with another to help build out the model. We've come a long way since Galileo and even Newton. The only dissatisfying thing about these episodes is the realization that too few of our youth and young adults are being taught these concepts in even their simplest forms. Our younger generations are downright ignorant of these concepts and of the immense bodies of work gone into mapping the history of our reality. They don't understand for even a moment that driving a car or using a cell phone invokes countless invisible and unnoticeable concepts that brilliant minds of the past were determined to solve. In solving them, they made it a possibility to actually harness these things to create technology that today we can't imagine being without. It's so bad nowadays that not only are they ignorant, but they're creating counter-theories and denying previous discoveries. They think of them as conspiracies and frauds. Flat-Earthers and moon landing deniers come to mind, but there are many more that are just too stupid to take seriously. Not enough young people are being taught about scientific discovery in the fields of physics and astronomy, and about how those scientific genres actually affect their lives. More than anything else, I pity these young people because they may never watch magic unfold into reality, and they may never gain that fulfilling obsession of wanting to know the truth.",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@scumdeluxe,2024-02-28 21:42:00,0.0,Nice job. Mind blown.,https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
@MrConstitutionDay,2024-02-26 20:25:00,0.0,"It looks like the dark matter subject is rather quiet. I think that the subject is now much more settled. 
I'm looking forward to more scientific edudion on the subject.
Maybe we can see it when the discovery of dark matter has been made. 

The evidence of dark matter is overwhelming. Sadly the evidence for the standard model particle of dark matter is completely lacking. Here's the problem. Dark Matter has been around for far longer than standard model particles. Since they are so old and slow moving and neutral and massive they are not found just anywhere. In fact they tend to be found only at the centers of large massive objects like stars and planets and moons and the like. Otherwise, they are found in the halos of galaxies. The exception would seem to be large massive yet fragmented objects, such as the asteroid belt protoplanet between Mars and Jupiter. The masses of dark matter particles may well have several varieties from the least massive and youngest to the most massive and oldest. The least massive and youngest may well fall into the logarithmic scale proportional to that between Gravity and Electromagnetism. This is the hierarchical scale with Hadronic and Leptonic quarks at one end, the bottom end of this scale. This spans 10^36 in a scale proportional to the relative number of dimensions applying to this scale. Clearly there must be several dimensions in this scale. Approximately 7 dimensions seems to be the least massive divisision of this logarithmic scale that makes any sense. Applying a natural scale suggests that at minimum 1/18 of 36 or about 10^2 times as massive as quarks for the least massive initial stages or types of forms of dark matter, while 1/7 of 36 or about 10^5 or more times as massive as quarks for the most massive forms of the initial stages or types of dark matter. Consequentially, small quantities of this novel form of dark matter should be able to be detected, then found, isolated, formally discovered, transported, refined and manufactured. Obviously research and developments  in the asteroid  belt are going to be instrumental in this discovery. The slow pace of space exploration seems to mean that it's going to be a while before we get this discovery at long last. Of course, the future of dark matter doesn't really begin until its formal discovery, so we'll have to wait till then, whenever that may be.

part 2
Ok. So the Chrysanthemum or Mum, sometimes called the Mon when depicted in art,  can now be understood in terms of highly temporary but sometimes long lived quark models.
It is sometimes well established that early versions of the mum were constricted within 2 dimensions. They were strongly limited, apparently limited to about 21 petals, as predicted by Fibonnacci. However, in later Mon depictions, full blown 3 dimensional mums have been depicted and are apparently grown and are flourishing. These are much larger than previous 2 dimensional models.
In counterpart, quark models in the standard model have far exceeded the dark matter models contemplated. For instance, Charm quarks are over 600 times larger than standard Up quarks, and Bottom quarks are over 400 times bigger than standard Strange quarks.
In previous models of the Fibonacci model of quark expansion, the numbers (10^2 to 10^5) are well known and within the known potential of this dimension of dark matter.
We can expect this dimension of dark matter stable components within isolated dark matter, such as within isolated galactic halos. However, trapped dark matter components such as within stars, planets and moons may be decaying quickly, as exhibited by our own Moon, which has shut down and become locked in its gravitationally stabilized orbit, and the planets Mercury and perhaps even Mars, which apparently have also slowed down, and headed for stopping. This energetic model is shocking, and further dark matter and similar quark models, may be decaying or already gone, so the Mum/Mon model will be an important strategic exploration and investigation. 
I like the Chrysanthemum model for quarks anyway. It depicts the exponential growth of standard model quarks that we have already seen. However, I think we will see a plateauing of such quark expansions, I think the upper limit of further discoveries such as within the Cern Large Hadron Collider may be reached at about 10,000 times the mass of standard model Up quarks.
Spoiler Alert: There may be some new quarks within this range. However, some dimensions or ranges of dark matter quarks may already have expired and would only be available at galactic scales of discovery and investigation.
So dark matter research may still have local frontiers to discover, but may stall at this range. 
The good news is that we have an extremely long time to do this  research and discovery of standard model quarks before dark energy expansion catches up with us. 
Relax. It's cool.
I hope that you have enjoyed this Fibonacci mathematical Chrysanthemum experiment in both quarks and dark matter. 
Thank you for reading.
 

part 3

Ok. So we are now assuming the Fibonnacci based Chrysanthemum model of hyperdimensional dark matter and quarks. 
Or we still have sluggards or Luddites who can't keep up.
In this assumptive model, this structure suggests that such matter would be in the range of 10^5 to 10^8 times the mass of standard model quarks. For regular folks this is from 10,000 times to 100,000,000 times this mass.
That is really close to the neutron star category of matter.
While this may be amusing consider where this is going, the next phase of dark matter and as yet undiscovered quark masses would have to be in the range of 10^13 to 10^21, or 1,000,000,000,000 to 1,000,000,000,000,000,000,000 quark masses. Is this in the range of black holes yet? Or are we still stalled at very large neutron stars? Again we must pause and consider where we are.
The first stages of dark matter is from 10^2 to 10^3 masses, the 2nd stage would be from 10^3 to 10^5 masses, the 3rd stage would be from 10^5 to 10^8 masses, and the 4th stage would be from 10^8 masses to 10^13 masses. Whew. Theoretically the 5th stage of dark matter would be 10^13 to 10^21 masses. That still leaves us with the 6th stage of the mass of dark matter and quarks. This is the staggering number of 10^21 to 10^34 masses for quarks and dark matter. Wow. This is clearly the end of our Chrysanthemum dark matter models. It is also the end of our hierarchical mass models. What comes after the end of our Electromagnetism model? I dare not postulate. But I suspect outer space models of dark energy. This is the incredible range of from 10^34 to 10^55 masses, a gut wrenching number
 times the mass of standard  model quarks. 
This is the amount of masses that represents the beginning or the ending of the universe.
It's not just a black hole.
It's the end.
Sorry - not sorry.",https://www.youtube.com/watch?v=fX_1pM64uUk&pp=ygULZGFyayBtYXR0ZXI%3D
